,home,away,home_points,away_points
1102,Boston Celtics,Toronto Raptors,102,99
1103,Denver Nuggets,Utah Jazz,80,78
1104,Miami Heat,Milwaukee Bucks,116,114
1105,Houston Rockets,Oklahoma City Thunder,104,102
1106,Toronto Raptors,Boston Celtics,104,103
1107,Los Angeles Clippers,Denver Nuggets,120,97
1108,Miami Heat,Milwaukee Bucks,115,100
1109,Houston Rockets,Los Angeles Lakers,112,97
1110,Toronto Raptors,Boston Celtics,100,93
1111,Denver Nuggets,Los Angeles Clippers,110,101
1112,Milwaukee Bucks,Miami Heat,118,115
1113,Los Angeles Lakers,Houston Rockets,117,109
1114,Boston Celtics,Toronto Raptors,111,89
1115,Los Angeles Clippers,Denver Nuggets,113,107
1116,Miami Heat,Milwaukee Bucks,103,94
1117,Los Angeles Lakers,Houston Rockets,112,102
1118,Toronto Raptors,Boston Celtics,125,122
1119,Los Angeles Clippers,Denver Nuggets,96,85
1120,Los Angeles Lakers,Houston Rockets,110,100
1121,Boston Celtics,Toronto Raptors,92,87
1122,Denver Nuggets,Los Angeles Clippers,111,105
1123,Los Angeles Lakers,Houston Rockets,119,96
1124,Denver Nuggets,Los Angeles Clippers,111,98
1125,Denver Nuggets,Los Angeles Clippers,104,89
1126,Miami Heat,Boston Celtics,117,114
1127,Miami Heat,Boston Celtics,106,101
1128,Los Angeles Lakers,Denver Nuggets,126,114
1129,Boston Celtics,Miami Heat,117,106
1130,Los Angeles Lakers,Denver Nuggets,105,103
1131,Denver Nuggets,Los Angeles Lakers,114,106
1132,Miami Heat,Boston Celtics,112,109
1133,Los Angeles Lakers,Denver Nuggets,114,108
1134,Boston Celtics,Miami Heat,121,108
1135,Los Angeles Lakers,Denver Nuggets,117,107
1136,Miami Heat,Boston Celtics,125,113
1137,Los Angeles Lakers,Miami Heat,116,98
1138,Los Angeles Lakers,Miami Heat,124,114
1139,Miami Heat,Los Angeles Lakers,115,104
1140,Los Angeles Lakers,Miami Heat,102,96
1141,Miami Heat,Los Angeles Lakers,111,108
1142,Los Angeles Lakers,Miami Heat,106,93
