,home,away,home_points,away_points
1101,New Orleans Pelicans,New York Knicks,99,91
1102,Dallas Mavericks,Denver Nuggets,97,88
1103,Utah Jazz,Los Angeles Lakers,123,75
1104,Portland Trail Blazers,Sacramento Kings,105,93
1105,Los Angeles Clippers,Boston Celtics,114,90
1106,Chicago Bulls,Indiana Pacers,98,96
1107,Orlando Magic,Brooklyn Nets,139,105
1108,Charlotte Hornets,Philadelphia 76ers,100,85
1109,Detroit Pistons,Oklahoma City Thunder,88,82
1110,Houston Rockets,Cleveland Cavaliers,106,100
1111,Golden State Warriors,Washington Wizards,102,94
1112,Toronto Raptors,Atlanta Hawks,105,97
1113,Denver Nuggets,Memphis Grizzlies,109,105
1114,Milwaukee Bucks,Phoenix Suns,105,94
1115,Los Angeles Clippers,Minnesota Timberwolves,99,79
1116,Dallas Mavericks,New York Knicks,91,89
1117,San Antonio Spurs,New Orleans Pelicans,100,92
1118,Golden State Warriors,Utah Jazz,103,96
1119,Sacramento Kings,Washington Wizards,120,111
1120,Los Angeles Lakers,Miami Heat,102,100
1121,Cleveland Cavaliers,Brooklyn Nets,107,87
1122,Orlando Magic,Indiana Pacers,114,94
1123,Chicago Bulls,Houston Rockets,103,100
1124,New Orleans Pelicans,Denver Nuggets,101,95
1125,Oklahoma City Thunder,Los Angeles Clippers,119,117
1126,Portland Trail Blazers,Boston Celtics,116,109
1127,Charlotte Hornets,Philadelphia 76ers,100,91
1128,Dallas Mavericks,Detroit Pistons,98,89
1129,New York Knicks,Brooklyn Nets,105,91
1130,Cleveland Cavaliers,Atlanta Hawks,110,108
1131,Toronto Raptors,Memphis Grizzlies,99,95
1132,Milwaukee Bucks,Orlando Magic,113,110
1133,Utah Jazz,Minnesota Timberwolves,98,85
1134,Miami Heat,Sacramento Kings,112,106
1135,Boston Celtics,Golden State Warriors,109,106
1136,Washington Wizards,Phoenix Suns,106,99
1137,Indiana Pacers,Philadelphia 76ers,115,102
1138,Detroit Pistons,Chicago Bulls,94,90
1139,San Antonio Spurs,Toronto Raptors,102,95
1140,Sacramento Kings,Denver Nuggets,115,106
1141,Portland Trail Blazers,Miami Heat,110,93
1142,New Orleans Pelicans,Brooklyn Nets,106,87
1143,Cleveland Cavaliers,Charlotte Hornets,112,103
1144,Houston Rockets,Oklahoma City Thunder,118,110
1145,Dallas Mavericks,Minnesota Timberwolves,88,78
1146,Los Angeles Clippers,Washington Wizards,114,109
1147,Orlando Magic,Memphis Grizzlies,119,107
1148,Utah Jazz,Phoenix Suns,101,86
1149,Chicago Bulls,Milwaukee Bucks,102,98
1150,Indiana Pacers,New York Knicks,92,87
1151,Golden State Warriors,Portland Trail Blazers,136,111
1152,Boston Celtics,Los Angeles Lakers,107,100
1153,Philadelphia 76ers,New Orleans Pelicans,107,93
1154,Miami Heat,Detroit Pistons,107,89
1155,Toronto Raptors,Charlotte Hornets,96,90
1156,Atlanta Hawks,Phoenix Suns,103,90
1157,Memphis Grizzlies,Chicago Bulls,108,92
1158,Cleveland Cavaliers,Milwaukee Bucks,109,80
1159,Oklahoma City Thunder,Denver Nuggets,124,102
1160,San Antonio Spurs,Utah Jazz,88,86
1161,Portland Trail Blazers,Sacramento Kings,115,107
1162,Minnesota Timberwolves,Golden State Warriors,124,117
1163,Los Angeles Clippers,Los Angeles Lakers,103,81
1164,Indiana Pacers,Cleveland Cavaliers,123,109
1165,Detroit Pistons,Orlando Magic,108,104
1166,Washington Wizards,Brooklyn Nets,121,103
1167,Boston Celtics,New Orleans Pelicans,104,97
1168,Charlotte Hornets,New York Knicks,111,97
1169,Dallas Mavericks,Houston Rockets,88,86
1170,Portland Trail Blazers,Oklahoma City Thunder,120,115
1171,Los Angeles Clippers,Los Angeles Lakers,91,81
1172,Atlanta Hawks,Toronto Raptors,95,87
1173,Miami Heat,Chicago Bulls,106,98
1174,Phoenix Suns,Houston Rockets,124,115
1175,Minnesota Timberwolves,Sacramento Kings,105,97
1176,Golden State Warriors,San Antonio Spurs,112,101
1177,Charlotte Hornets,Brooklyn Nets,113,99
1178,Orlando Magic,Miami Heat,112,109
1179,New York Knicks,Philadelphia 76ers,109,102
1180,Boston Celtics,Milwaukee Bucks,124,109
1181,Detroit Pistons,Washington Wizards,112,99
1182,Toronto Raptors,Indiana Pacers,111,98
1183,New Orleans Pelicans,Los Angeles Lakers,110,102
1184,Dallas Mavericks,Memphis Grizzlies,103,93
1185,Denver Nuggets,San Antonio Spurs,102,98
1186,Los Angeles Clippers,Utah Jazz,102,99
1187,Phoenix Suns,New Orleans Pelicans,121,100
1188,Atlanta Hawks,Boston Celtics,118,107
1189,Golden State Warriors,Memphis Grizzlies,100,99
1190,Chicago Bulls,Cleveland Cavaliers,105,102
1191,Minnesota Timberwolves,Portland Trail Blazers,106,105
1192,Sacramento Kings,Oklahoma City Thunder,114,112
1193,Washington Wizards,Charlotte Hornets,113,98
1194,Houston Rockets,Los Angeles Lakers,130,110
1195,Los Angeles Clippers,Dallas Mavericks,98,91
1196,Milwaukee Bucks,Philadelphia 76ers,109,108
1197,Utah Jazz,Denver Nuggets,100,84
1198,Indiana Pacers,Brooklyn Nets,129,105
1199,Miami Heat,Orlando Magic,118,96
1200,Golden State Warriors,San Antonio Spurs,92,86
1201,Toronto Raptors,New York Knicks,93,89
1202,Cleveland Cavaliers,Atlanta Hawks,109,94
1203,Orlando Magic,Milwaukee Bucks,107,98
1204,Charlotte Hornets,Boston Celtics,114,100
1205,Washington Wizards,Brooklyn Nets,120,111
1206,Houston Rockets,Minnesota Timberwolves,129,105
1207,Chicago Bulls,New Orleans Pelicans,121,116
1208,Oklahoma City Thunder,Los Angeles Lakers,112,79
1209,Dallas Mavericks,Utah Jazz,101,92
1210,Sacramento Kings,Phoenix Suns,105,101
1211,Indiana Pacers,New York Knicks,102,90
1212,Miami Heat,Detroit Pistons,99,93
1213,Toronto Raptors,Philadelphia 76ers,122,98
1214,San Antonio Spurs,Oklahoma City Thunder,102,98
1215,Los Angeles Clippers,Memphis Grizzlies,110,84
1216,Boston Celtics,Miami Heat,98,88
1217,Toronto Raptors,Brooklyn Nets,103,96
1218,Charlotte Hornets,Orlando Magic,117,103
1219,Detroit Pistons,Cleveland Cavaliers,112,110
1220,Washington Wizards,Atlanta Hawks,109,98
1221,Chicago Bulls,Philadelphia 76ers,115,105
1222,San Antonio Spurs,Dallas Mavericks,96,91
1223,Houston Rockets,Sacramento Kings,116,81
1224,Indiana Pacers,Milwaukee Bucks,97,92
1225,Minnesota Timberwolves,New Orleans Pelicans,144,109
1226,Golden State Warriors,Memphis Grizzlies,125,104
1227,Los Angeles Lakers,Utah Jazz,101,96
1228,Phoenix Suns,Los Angeles Clippers,114,105
1229,Portland Trail Blazers,Denver Nuggets,107,99
1230,Indiana Pacers,Toronto Raptors,100,90
1231,Golden State Warriors,Houston Rockets,104,78
1232,Oklahoma City Thunder,Dallas Mavericks,108,70
1233,Atlanta Hawks,Boston Celtics,102,101
1234,San Antonio Spurs,Memphis Grizzlies,106,74
1235,Los Angeles Clippers,Portland Trail Blazers,115,95
1236,Cleveland Cavaliers,Detroit Pistons,106,101
1237,Miami Heat,Charlotte Hornets,123,91
1238,Toronto Raptors,Indiana Pacers,98,87
1239,Golden State Warriors,Houston Rockets,115,106
1240,Dallas Mavericks,Oklahoma City Thunder,85,84
1241,San Antonio Spurs,Memphis Grizzlies,94,68
1242,Atlanta Hawks,Boston Celtics,89,72
1243,Los Angeles Clippers,Portland Trail Blazers,102,81
1244,Cleveland Cavaliers,Detroit Pistons,107,90
1245,Miami Heat,Charlotte Hornets,115,103
1246,Toronto Raptors,Indiana Pacers,101,85
1247,Houston Rockets,Golden State Warriors,97,96
1248,Oklahoma City Thunder,Dallas Mavericks,131,102
1249,San Antonio Spurs,Memphis Grizzlies,96,87
1250,Cleveland Cavaliers,Detroit Pistons,101,91
1251,Boston Celtics,Atlanta Hawks,111,103
1252,Indiana Pacers,Toronto Raptors,100,83
1253,Oklahoma City Thunder,Dallas Mavericks,119,108
1254,Portland Trail Blazers,Los Angeles Clippers,96,88
1255,Charlotte Hornets,Miami Heat,96,80
1256,Golden State Warriors,Houston Rockets,121,94
1257,San Antonio Spurs,Memphis Grizzlies,116,95
1258,Cleveland Cavaliers,Detroit Pistons,100,98
1259,Boston Celtics,Atlanta Hawks,104,95
1260,Oklahoma City Thunder,Dallas Mavericks,118,104
1261,Portland Trail Blazers,Los Angeles Clippers,98,84
1262,Charlotte Hornets,Miami Heat,89,85
1263,Toronto Raptors,Indiana Pacers,102,99
1264,Atlanta Hawks,Boston Celtics,110,83
1265,Golden State Warriors,Houston Rockets,114,81
1266,Portland Trail Blazers,Los Angeles Clippers,108,98
1267,Charlotte Hornets,Miami Heat,90,88
1268,Atlanta Hawks,Boston Celtics,104,92
1269,Indiana Pacers,Toronto Raptors,101,83
1270,Portland Trail Blazers,Los Angeles Clippers,106,103
1271,Miami Heat,Charlotte Hornets,97,90
1272,San Antonio Spurs,Oklahoma City Thunder,124,92
1273,Toronto Raptors,Indiana Pacers,89,84
1274,Miami Heat,Charlotte Hornets,106,73
1275,Golden State Warriors,Portland Trail Blazers,118,106
1276,Oklahoma City Thunder,San Antonio Spurs,98,97
1277,Cleveland Cavaliers,Atlanta Hawks,104,93
1278,Golden State Warriors,Portland Trail Blazers,110,99
1279,Miami Heat,Toronto Raptors,102,96
1280,Cleveland Cavaliers,Atlanta Hawks,123,98
1281,Toronto Raptors,Miami Heat,96,92
1282,San Antonio Spurs,Oklahoma City Thunder,100,96
1283,Cleveland Cavaliers,Atlanta Hawks,121,108
1284,Portland Trail Blazers,Golden State Warriors,120,108
1285,Toronto Raptors,Miami Heat,95,91
1286,Oklahoma City Thunder,San Antonio Spurs,111,97
1287,Cleveland Cavaliers,Atlanta Hawks,100,99
1288,Golden State Warriors,Portland Trail Blazers,132,125
1289,Miami Heat,Toronto Raptors,94,87
1290,Oklahoma City Thunder,San Antonio Spurs,95,91
1291,Golden State Warriors,Portland Trail Blazers,125,121
1292,Toronto Raptors,Miami Heat,99,91
1293,Oklahoma City Thunder,San Antonio Spurs,113,99
1294,Miami Heat,Toronto Raptors,103,91
1295,Toronto Raptors,Miami Heat,116,89
1296,Oklahoma City Thunder,Golden State Warriors,108,102
1297,Cleveland Cavaliers,Toronto Raptors,115,84
1298,Golden State Warriors,Oklahoma City Thunder,118,91
1299,Cleveland Cavaliers,Toronto Raptors,108,89
1300,Toronto Raptors,Cleveland Cavaliers,99,84
1301,Oklahoma City Thunder,Golden State Warriors,133,105
1302,Toronto Raptors,Cleveland Cavaliers,105,99
1303,Oklahoma City Thunder,Golden State Warriors,118,94
1304,Cleveland Cavaliers,Toronto Raptors,116,78
1305,Golden State Warriors,Oklahoma City Thunder,120,111
1306,Cleveland Cavaliers,Toronto Raptors,113,87
1307,Golden State Warriors,Oklahoma City Thunder,108,101
1308,Golden State Warriors,Oklahoma City Thunder,96,88
1309,Golden State Warriors,Cleveland Cavaliers,104,89
1310,Golden State Warriors,Cleveland Cavaliers,110,77
1311,Cleveland Cavaliers,Golden State Warriors,120,90
1312,Golden State Warriors,Cleveland Cavaliers,108,97
1313,Cleveland Cavaliers,Golden State Warriors,112,97
1314,Cleveland Cavaliers,Golden State Warriors,115,101
1315,Cleveland Cavaliers,Golden State Warriors,93,89
