,home,away,home_points,away_points
1102,Memphis Grizzlies,San Antonio Spurs,92,90
1103,Houston Rockets,Orlando Magic,111,103
1104,Minnesota Timberwolves,Boston Celtics,110,100
1105,Utah Jazz,Portland Trail Blazers,112,102
1106,Indiana Pacers,Los Angeles Clippers,109,106
1107,Washington Wizards,Chicago Bulls,90,86
1108,New York Knicks,Miami Heat,102,90
1109,Los Angeles Lakers,Dallas Mavericks,101,81
1110,Toronto Raptors,Washington Wizards,88,78
1111,Charlotte Bobcats,Philadelphia 76ers,88,83
1112,New York Knicks,Atlanta Hawks,95,82
1113,Brooklyn Nets,Cleveland Cavaliers,113,95
1114,Boston Celtics,Detroit Pistons,98,93
1115,Minnesota Timberwolves,Milwaukee Bucks,107,98
1116,San Antonio Spurs,Orlando Magic,98,84
1117,Denver Nuggets,Utah Jazz,113,96
1118,Houston Rockets,Sacramento Kings,112,102
1119,Memphis Grizzlies,Portland Trail Blazers,94,76
1120,Los Angeles Clippers,Phoenix Suns,126,101
1121,Golden State Warriors,New Orleans Hornets,98,88
1122,Chicago Bulls,Brooklyn Nets,92,90
1123,Denver Nuggets,Dallas Mavericks,95,94
1124,Oklahoma City Thunder,San Antonio Spurs,100,88
1125,Miami Heat,Charlotte Bobcats,89,79
1126,Cleveland Cavaliers,Boston Celtics,97,91
1127,New York Knicks,Milwaukee Bucks,101,83
1128,Philadelphia 76ers,Atlanta Hawks,101,90
1129,Oklahoma City Thunder,Indiana Pacers,97,75
1130,Chicago Bulls,Orlando Magic,87,86
1131,Toronto Raptors,Minnesota Timberwolves,95,93
1132,Utah Jazz,New Orleans Hornets,95,83
1133,Golden State Warriors,Phoenix Suns,111,107
1134,Dallas Mavericks,Sacramento Kings,117,108
1135,Houston Rockets,Portland Trail Blazers,116,98
1136,Los Angeles Lakers,Memphis Grizzlies,86,84
1137,Washington Wizards,Indiana Pacers,104,85
1138,Brooklyn Nets,Charlotte Bobcats,105,96
1139,Miami Heat,Philadelphia 76ers,106,87
1140,Minnesota Timberwolves,Detroit Pistons,107,101
1141,Milwaukee Bucks,Toronto Raptors,100,83
1142,San Antonio Spurs,Atlanta Hawks,99,97
1143,Denver Nuggets,Houston Rockets,132,114
1144,New York Knicks,Oklahoma City Thunder,125,120
1145,Los Angeles Clippers,Los Angeles Lakers,109,95
1146,Boston Celtics,Washington Wizards,107,96
1147,Cleveland Cavaliers,Orlando Magic,91,85
1148,Memphis Grizzlies,Sacramento Kings,89,87
1149,Detroit Pistons,Chicago Bulls,99,85
1150,Utah Jazz,Golden State Warriors,97,90
1151,New Orleans Hornets,Phoenix Suns,95,92
1152,Dallas Mavericks,Portland Trail Blazers,96,91
1153,Indiana Pacers,Cleveland Cavaliers,99,94
1154,Brooklyn Nets,Philadelphia 76ers,104,83
1155,New York Knicks,Washington Wizards,120,99
1156,Miami Heat,Milwaukee Bucks,94,83
1157,Toronto Raptors,Chicago Bulls,101,98
1158,Memphis Grizzlies,Charlotte Bobcats,94,75
1159,Houston Rockets,Phoenix Suns,101,98
1160,Oklahoma City Thunder,Utah Jazz,90,80
1161,Los Angeles Lakers,New Orleans Hornets,104,96
1162,Golden State Warriors,Minnesota Timberwolves,105,89
1163,Atlanta Hawks,Philadelphia 76ers,124,101
1164,Miami Heat,Washington Wizards,103,98
1165,Orlando Magic,Milwaukee Bucks,113,103
1166,Detroit Pistons,Cleveland Cavaliers,111,104
1167,Brooklyn Nets,Boston Celtics,101,93
1168,Phoenix Suns,Dallas Mavericks,102,91
1169,Sacramento Kings,New Orleans Hornets,121,110
1170,Los Angeles Lakers,Portland Trail Blazers,113,106
1171,Denver Nuggets,San Antonio Spurs,96,86
1172,Los Angeles Clippers,Minnesota Timberwolves,111,95
1173,Chicago Bulls,New York Knicks,118,111
1174,Oklahoma City Thunder,Golden State Warriors,116,97
1175,Toronto Raptors,Chicago Bulls,97,88
1176,Philadelphia 76ers,Washington Wizards,97,86
1177,Brooklyn Nets,Indiana Pacers,117,109
1178,Atlanta Hawks,Milwaukee Bucks,109,104
1179,Miami Heat,Boston Celtics,109,101
1180,Detroit Pistons,Charlotte Bobcats,113,93
1181,New York Knicks,Cleveland Cavaliers,101,91
1182,Los Angeles Clippers,New Orleans Hornets,96,93
1183,Memphis Grizzlies,Houston Rockets,82,78
1184,Dallas Mavericks,Denver Nuggets,108,105
1185,San Antonio Spurs,Sacramento Kings,108,101
1186,Utah Jazz,Minnesota Timberwolves,107,100
1187,Oklahoma City Thunder,Portland Trail Blazers,106,90
1188,Los Angeles Lakers,Golden State Warriors,118,116
1189,Charlotte Bobcats,Milwaukee Bucks,95,85
1190,Boston Celtics,Orlando Magic,120,88
1191,Los Angeles Clippers,Memphis Grizzlies,91,87
1192,Minnesota Timberwolves,Phoenix Suns,105,93
1193,Miami Heat,Chicago Bulls,105,93
1194,Toronto Raptors,Brooklyn Nets,93,87
1195,New York Knicks,Indiana Pacers,90,80
1196,Philadelphia 76ers,Cleveland Cavaliers,91,77
1197,Denver Nuggets,Portland Trail Blazers,118,109
1198,Dallas Mavericks,New Orleans Hornets,107,89
1199,Houston Rockets,Sacramento Kings,121,100
1200,Los Angeles Lakers,San Antonio Spurs,91,86
1201,Charlotte Bobcats,New York Knicks,106,95
1202,Chicago Bulls,Orlando Magic,102,84
1203,Miami Heat,Cleveland Cavaliers,96,95
1204,Brooklyn Nets,Washington Wizards,106,101
1205,Detroit Pistons,Philadelphia 76ers,109,101
1206,Denver Nuggets,Milwaukee Bucks,112,111
1207,Memphis Grizzlies,Dallas Mavericks,103,97
1208,Oklahoma City Thunder,Sacramento Kings,104,95
1209,Utah Jazz,Minnesota Timberwolves,96,80
1210,Phoenix Suns,Houston Rockets,119,112
1211,Golden State Warriors,San Antonio Spurs,116,106
1212,Toronto Raptors,Atlanta Hawks,113,96
1213,Los Angeles Clippers,Portland Trail Blazers,93,77
1214,Toronto Raptors,Boston Celtics,114,90
1215,Brooklyn Nets,Detroit Pistons,103,99
1216,New York Knicks,Atlanta Hawks,98,92
1217,Charlotte Bobcats,Cleveland Cavaliers,105,98
1218,Miami Heat,Orlando Magic,105,93
1219,Philadelphia 76ers,Indiana Pacers,105,95
1220,Chicago Bulls,Washington Wizards,95,92
1221,Memphis Grizzlies,Utah Jazz,86,70
1222,Dallas Mavericks,New Orleans Hornets,99,87
1223,Minnesota Timberwolves,San Antonio Spurs,108,95
1224,Milwaukee Bucks,Oklahoma City Thunder,95,89
1225,Denver Nuggets,Phoenix Suns,118,98
1226,Los Angeles Lakers,Houston Rockets,99,95
1227,Los Angeles Clippers,Sacramento Kings,112,108
1228,Golden State Warriors,Portland Trail Blazers,99,88
1229,New York Knicks,Boston Celtics,85,78
1230,Brooklyn Nets,Chicago Bulls,106,89
1231,Los Angeles Clippers,Memphis Grizzlies,112,91
1232,Denver Nuggets,Golden State Warriors,97,95
1233,Miami Heat,Milwaukee Bucks,110,87
1234,Indiana Pacers,Atlanta Hawks,107,90
1235,San Antonio Spurs,Los Angeles Lakers,91,79
1236,Oklahoma City Thunder,Houston Rockets,120,91
1237,Chicago Bulls,Brooklyn Nets,90,82
1238,Los Angeles Clippers,Memphis Grizzlies,93,91
1239,Miami Heat,Milwaukee Bucks,98,86
1240,New York Knicks,Boston Celtics,87,71
1241,Golden State Warriors,Denver Nuggets,131,117
1242,Indiana Pacers,Atlanta Hawks,113,98
1243,San Antonio Spurs,Los Angeles Lakers,102,91
1244,Oklahoma City Thunder,Houston Rockets,105,102
1245,Miami Heat,Milwaukee Bucks,104,91
1246,Chicago Bulls,Brooklyn Nets,79,76
1247,Memphis Grizzlies,Los Angeles Clippers,94,82
1248,New York Knicks,Boston Celtics,90,76
1249,San Antonio Spurs,Los Angeles Lakers,120,89
1250,Golden State Warriors,Denver Nuggets,110,108
1251,Atlanta Hawks,Indiana Pacers,90,69
1252,Chicago Bulls,Brooklyn Nets,142,134
1253,Oklahoma City Thunder,Houston Rockets,104,101
1254,Memphis Grizzlies,Los Angeles Clippers,104,83
1255,Miami Heat,Milwaukee Bucks,88,77
1256,Boston Celtics,New York Knicks,97,90
1257,San Antonio Spurs,Los Angeles Lakers,103,82
1258,Golden State Warriors,Denver Nuggets,115,101
1259,Atlanta Hawks,Indiana Pacers,102,91
1260,Brooklyn Nets,Chicago Bulls,110,91
1261,Houston Rockets,Oklahoma City Thunder,105,103
1262,Memphis Grizzlies,Los Angeles Clippers,103,93
1263,Denver Nuggets,Golden State Warriors,107,100
1264,Boston Celtics,New York Knicks,92,86
1265,Indiana Pacers,Atlanta Hawks,106,83
1266,Houston Rockets,Oklahoma City Thunder,107,100
1267,Brooklyn Nets,Chicago Bulls,95,92
1268,Golden State Warriors,Denver Nuggets,92,88
1269,New York Knicks,Boston Celtics,88,80
1270,Indiana Pacers,Atlanta Hawks,81,73
1271,Oklahoma City Thunder,Houston Rockets,103,94
1272,Memphis Grizzlies,Los Angeles Clippers,118,105
1273,Chicago Bulls,Brooklyn Nets,99,93
1274,Oklahoma City Thunder,Memphis Grizzlies,93,91
1275,Indiana Pacers,New York Knicks,102,95
1276,Chicago Bulls,Miami Heat,93,86
1277,San Antonio Spurs,Golden State Warriors,129,127
1278,Memphis Grizzlies,Oklahoma City Thunder,99,93
1279,New York Knicks,Indiana Pacers,105,79
1280,Miami Heat,Chicago Bulls,115,78
1281,Golden State Warriors,San Antonio Spurs,100,91
1282,San Antonio Spurs,Golden State Warriors,102,92
1283,Miami Heat,Chicago Bulls,104,94
1284,Memphis Grizzlies,Oklahoma City Thunder,87,81
1285,Indiana Pacers,New York Knicks,82,71
1286,Golden State Warriors,San Antonio Spurs,97,87
1287,Memphis Grizzlies,Oklahoma City Thunder,103,97
1288,Miami Heat,Chicago Bulls,88,65
1289,San Antonio Spurs,Golden State Warriors,109,91
1290,Indiana Pacers,New York Knicks,93,82
1291,Memphis Grizzlies,Oklahoma City Thunder,88,84
1292,Miami Heat,Chicago Bulls,94,91
1293,San Antonio Spurs,Golden State Warriors,94,82
1294,New York Knicks,Indiana Pacers,85,75
1295,Indiana Pacers,New York Knicks,106,99
1296,San Antonio Spurs,Memphis Grizzlies,105,83
1297,San Antonio Spurs,Memphis Grizzlies,93,89
1298,Miami Heat,Indiana Pacers,103,102
1299,Indiana Pacers,Miami Heat,97,93
1300,San Antonio Spurs,Memphis Grizzlies,104,93
1301,Miami Heat,Indiana Pacers,114,96
1302,San Antonio Spurs,Memphis Grizzlies,93,86
1303,Indiana Pacers,Miami Heat,99,92
1304,Miami Heat,Indiana Pacers,90,79
1305,Indiana Pacers,Miami Heat,91,77
1306,Miami Heat,Indiana Pacers,99,76
1307,San Antonio Spurs,Miami Heat,92,88
1308,Miami Heat,San Antonio Spurs,103,84
1309,San Antonio Spurs,Miami Heat,113,77
1310,Miami Heat,San Antonio Spurs,109,93
1311,San Antonio Spurs,Miami Heat,114,104
1312,Miami Heat,San Antonio Spurs,103,100
1313,Miami Heat,San Antonio Spurs,95,88
